id,date,sales,yhat
FOODS_1_002_CA_1_evaluation,2013-01-21,0,0.7217803302468289
FOODS_1_002_CA_1_evaluation,2013-01-22,0,0.5367471680146813
FOODS_1_002_CA_1_evaluation,2013-01-23,1,0.5336133014274678
FOODS_1_002_CA_1_evaluation,2013-01-24,0,0.5559316731903828
FOODS_1_002_CA_1_evaluation,2013-01-25,1,0.5490738542970884
FOODS_1_002_CA_1_evaluation,2013-01-26,1,0.687499381869274
FOODS_1_002_CA_1_evaluation,2013-01-27,1,0.6722243608693531
FOODS_1_003_CA_1_evaluation,2012-12-31,0,1.01493081510148
FOODS_1_003_CA_1_evaluation,2013-01-01,1,0.851199506446572
FOODS_1_003_CA_1_evaluation,2013-01-02,0,1.2101354719764081
FOODS_1_003_CA_1_evaluation,2013-01-03,0,1.0974882044151035
FOODS_1_003_CA_1_evaluation,2013-01-04,2,1.1208896244783457
FOODS_1_003_CA_1_evaluation,2013-01-05,1,1.1751915058316587
FOODS_1_003_CA_1_evaluation,2013-01-06,1,1.1791753566618153
FOODS_1_003_CA_1_evaluation,2013-01-07,1,1.1027106872758283
FOODS_1_003_CA_1_evaluation,2013-01-08,0,1.0695501932462899
FOODS_1_003_CA_1_evaluation,2013-01-09,0,1.0046233118993309
FOODS_1_003_CA_1_evaluation,2013-01-10,0,1.0172944920665106
FOODS_1_003_CA_1_evaluation,2013-01-11,0,1.051473222008861
FOODS_1_003_CA_1_evaluation,2013-01-12,4,1.181050135736568
FOODS_1_003_CA_1_evaluation,2013-01-13,0,1.1165417247691605
FOODS_1_003_CA_1_evaluation,2013-01-14,2,0.9902358699375629
FOODS_1_003_CA_1_evaluation,2013-01-15,0,1.0465030962772235
FOODS_1_003_CA_1_evaluation,2013-01-16,2,0.9739114184729486
FOODS_1_003_CA_1_evaluation,2013-01-17,0,1.0298469037664988
FOODS_1_003_CA_1_evaluation,2013-01-18,0,1.0231710140389625
FOODS_1_003_CA_1_evaluation,2013-01-19,1,1.1592725442924035
FOODS_1_003_CA_1_evaluation,2013-01-20,4,1.1626656623370644
FOODS_1_003_CA_1_evaluation,2013-01-21,0,1.0549738536964222
FOODS_1_003_CA_1_evaluation,2013-01-22,0,0.8604036655368172
FOODS_1_003_CA_1_evaluation,2013-01-23,0,0.8758153579925377
FOODS_1_003_CA_1_evaluation,2013-01-24,0,0.8915308829743381
FOODS_1_003_CA_1_evaluation,2013-01-25,0,0.9359523159102141
FOODS_1_003_CA_1_evaluation,2013-01-26,1,1.148859393322611
FOODS_1_003_CA_1_evaluation,2013-01-27,1,1.0242187188406733
FOODS_1_004_CA_1_evaluation,2012-12-31,7,10.077126431000893
FOODS_1_004_CA_1_evaluation,2013-01-01,8,7.231517128318916
FOODS_1_004_CA_1_evaluation,2013-01-02,11,9.884826021929063
FOODS_1_004_CA_1_evaluation,2013-01-03,11,10.415212188085645
FOODS_1_004_CA_1_evaluation,2013-01-04,8,11.12949227142553
FOODS_1_004_CA_1_evaluation,2013-01-05,7,14.636987051471458
FOODS_1_004_CA_1_evaluation,2013-01-06,5,9.17770015709007
FOODS_1_004_CA_1_evaluation,2013-01-07,6,7.944884684634516
FOODS_1_004_CA_1_evaluation,2013-01-08,16,7.706442353136056
FOODS_1_004_CA_1_evaluation,2013-01-09,12,10.15218101468361
FOODS_1_004_CA_1_evaluation,2013-01-10,10,9.980917868978093
FOODS_1_004_CA_1_evaluation,2013-01-11,11,10.902902218577005
FOODS_1_004_CA_1_evaluation,2013-01-12,8,14.731702431752973
FOODS_1_004_CA_1_evaluation,2013-01-13,4,10.414940562469045
FOODS_1_004_CA_1_evaluation,2013-01-14,14,8.332427900016366
FOODS_1_004_CA_1_evaluation,2013-01-15,15,9.965627167304465
FOODS_1_004_CA_1_evaluation,2013-01-16,0,10.653699428946878
FOODS_1_004_CA_1_evaluation,2013-01-17,0,3.0778172754490543
FOODS_1_004_CA_1_evaluation,2013-01-18,0,3.251708347860629
FOODS_1_004_CA_1_evaluation,2013-01-19,0,3.893003984534646
FOODS_1_004_CA_1_evaluation,2013-01-20,0,3.263782265465363
FOODS_1_004_CA_1_evaluation,2013-01-21,0,2.2044468900353684
FOODS_1_004_CA_1_evaluation,2013-01-22,0,1.9063056884120144
FOODS_1_004_CA_1_evaluation,2013-01-23,0,1.2851312392024874
FOODS_1_004_CA_1_evaluation,2013-01-24,0,1.322897720877951
FOODS_1_004_CA_1_evaluation,2013-01-25,0,1.4538663710311568
FOODS_1_004_CA_1_evaluation,2013-01-26,0,2.3232105783672816
FOODS_1_004_CA_1_evaluation,2013-01-27,0,3.72785797938398
FOODS_1_005_CA_1_evaluation,2012-12-31,0,1.7800528893821679
FOODS_1_005_CA_1_evaluation,2013-01-01,0,0.8376209820573056
FOODS_1_005_CA_1_evaluation,2013-01-02,5,1.1551659967552477
FOODS_1_005_CA_1_evaluation,2013-01-03,1,2.2145738161774497
FOODS_1_005_CA_1_evaluation,2013-01-04,1,2.4984775677002964
FOODS_1_005_CA_1_evaluation,2013-01-05,9,2.6247808311703884
FOODS_1_005_CA_1_evaluation,2013-01-06,1,3.7461958319908963
FOODS_1_005_CA_1_evaluation,2013-01-07,1,2.1918730824984207
FOODS_1_005_CA_1_evaluation,2013-01-08,3,2.0030481462004146
FOODS_1_005_CA_1_evaluation,2013-01-09,1,2.351540161950647
FOODS_1_005_CA_1_evaluation,2013-01-10,0,2.0199992409963463
FOODS_1_005_CA_1_evaluation,2013-01-11,0,1.6039383173066755
FOODS_1_005_CA_1_evaluation,2013-01-12,3,1.9360492065946258
FOODS_1_005_CA_1_evaluation,2013-01-13,1,2.6350047400988545
FOODS_1_005_CA_1_evaluation,2013-01-14,3,1.892228280232266
FOODS_1_005_CA_1_evaluation,2013-01-15,2,1.992714243188032
FOODS_1_005_CA_1_evaluation,2013-01-16,1,1.9034363962999263
FOODS_1_005_CA_1_evaluation,2013-01-17,1,1.8542457037027134
FOODS_1_005_CA_1_evaluation,2013-01-18,3,2.066832364171645
FOODS_1_005_CA_1_evaluation,2013-01-19,0,2.4401852275776763
FOODS_1_005_CA_1_evaluation,2013-01-20,1,1.6198320429660138
FOODS_1_005_CA_1_evaluation,2013-01-21,1,1.8137370535230866
FOODS_1_005_CA_1_evaluation,2013-01-22,3,1.7830209807324695
FOODS_1_005_CA_1_evaluation,2013-01-23,2,1.748027938968313
FOODS_1_005_CA_1_evaluation,2013-01-24,5,1.7107592938067788
FOODS_1_005_CA_1_evaluation,2013-01-25,4,2.043706296391037
FOODS_1_005_CA_1_evaluation,2013-01-26,0,2.8114802172131927
FOODS_1_005_CA_1_evaluation,2013-01-27,1,1.9385032374391784
FOODS_1_006_CA_1_evaluation,2012-12-31,0,0.8150565184297864
FOODS_1_006_CA_1_evaluation,2013-01-01,3,0.6688631212703489
FOODS_1_006_CA_1_evaluation,2013-01-02,0,1.394089343202689
FOODS_1_006_CA_1_evaluation,2013-01-03,0,1.025519344001927
FOODS_1_006_CA_1_evaluation,2013-01-04,0,1.0128553731628243
FOODS_1_006_CA_1_evaluation,2013-01-05,2,1.0252535179505458
FOODS_1_006_CA_1_evaluation,2013-01-06,2,1.196639220366834
FOODS_1_006_CA_1_evaluation,2013-01-07,0,1.1721782129540956
FOODS_1_006_CA_1_evaluation,2013-01-08,0,1.0872747178589521
FOODS_1_006_CA_1_evaluation,2013-01-09,0,1.1259578347443786
FOODS_1_006_CA_1_evaluation,2013-01-10,3,1.1203943681828172
FOODS_1_006_CA_1_evaluation,2013-01-11,0,1.3156780840044013
FOODS_1_006_CA_1_evaluation,2013-01-12,0,1.107150032260875
FOODS_1_006_CA_1_evaluation,2013-01-13,0,0.8946777364970125
FOODS_1_006_CA_1_evaluation,2013-01-14,2,0.8186173501606598
FOODS_1_006_CA_1_evaluation,2013-01-15,4,1.147274881904138
FOODS_1_006_CA_1_evaluation,2013-01-16,1,1.1496594150160164
FOODS_1_006_CA_1_evaluation,2013-01-17,1,1.1809726508908525
FOODS_1_006_CA_1_evaluation,2013-01-18,2,1.145045158052342
FOODS_1_006_CA_1_evaluation,2013-01-19,3,1.2357089511112307
FOODS_1_006_CA_1_evaluation,2013-01-20,0,1.2731935168306698
FOODS_1_006_CA_1_evaluation,2013-01-21,1,0.9705956535260474
FOODS_1_006_CA_1_evaluation,2013-01-22,0,1.2132892028048348
FOODS_1_006_CA_1_evaluation,2013-01-23,0,0.9368595807121575
FOODS_1_006_CA_1_evaluation,2013-01-24,0,0.9230849118788678
FOODS_1_006_CA_1_evaluation,2013-01-25,0,0.9752725263119234
FOODS_1_006_CA_1_evaluation,2013-01-26,0,0.8874728854200669
FOODS_1_006_CA_1_evaluation,2013-01-27,3,0.6978343052171638
FOODS_1_008_CA_1_evaluation,2012-12-31,0,0.439524868397348
FOODS_1_008_CA_1_evaluation,2013-01-01,0,0.26109338990832437
FOODS_1_008_CA_1_evaluation,2013-01-02,1,0.33207189564314943
FOODS_1_008_CA_1_evaluation,2013-01-03,1,0.43109821159529216
FOODS_1_008_CA_1_evaluation,2013-01-04,2,0.46309779421592256
FOODS_1_008_CA_1_evaluation,2013-01-05,0,0.5548257807669655
FOODS_1_008_CA_1_evaluation,2013-01-06,0,0.4365741178723024
FOODS_1_008_CA_1_evaluation,2013-01-07,0,0.35635331624245775
FOODS_1_008_CA_1_evaluation,2013-01-08,0,0.3471992724508494
FOODS_1_008_CA_1_evaluation,2013-01-09,0,0.3517932126360993
FOODS_1_008_CA_1_evaluation,2013-01-10,0,0.32189001462362343
FOODS_1_008_CA_1_evaluation,2013-01-11,0,0.38015153288813763
FOODS_1_008_CA_1_evaluation,2013-01-12,1,0.25971779207331613
FOODS_1_008_CA_1_evaluation,2013-01-13,1,0.6096351608747897
FOODS_1_008_CA_1_evaluation,2013-01-14,0,0.43230531653193766
FOODS_1_008_CA_1_evaluation,2013-01-15,0,0.3171204888952117
FOODS_1_008_CA_1_evaluation,2013-01-16,0,0.31482622123785575
FOODS_1_008_CA_1_evaluation,2013-01-17,2,0.31107945930367814
FOODS_1_008_CA_1_evaluation,2013-01-18,0,0.43385001468822015
FOODS_1_008_CA_1_evaluation,2013-01-19,0,0.45711233114850747
FOODS_1_008_CA_1_evaluation,2013-01-20,0,0.4591811674199028
FOODS_1_008_CA_1_evaluation,2013-01-21,0,0.3345168356651804
FOODS_1_008_CA_1_evaluation,2013-01-22,0,0.30011336398852295
FOODS_1_008_CA_1_evaluation,2013-01-23,0,0.2956970881339717
FOODS_1_008_CA_1_evaluation,2013-01-24,0,0.2990908798765839
FOODS_1_008_CA_1_evaluation,2013-01-25,0,0.22175481472973108
FOODS_1_008_CA_1_evaluation,2013-01-26,0,0.2620810122693165
FOODS_1_008_CA_1_evaluation,2013-01-27,1,0.26110654000402733
FOODS_1_009_CA_1_evaluation,2012-12-31,0,0.7180036533279233
FOODS_1_009_CA_1_evaluation,2013-01-01,0,0.4778689340890193
FOODS_1_009_CA_1_evaluation,2013-01-02,0,0.567070069166227
FOODS_1_009_CA_1_evaluation,2013-01-03,1,0.5696686506834328
FOODS_1_009_CA_1_evaluation,2013-01-04,1,0.8819636971631839
FOODS_1_009_CA_1_evaluation,2013-01-05,2,1.134858923147697
FOODS_1_009_CA_1_evaluation,2013-01-06,2,1.1408695849683934
FOODS_1_009_CA_1_evaluation,2013-01-07,1,0.7736176256152351
FOODS_1_009_CA_1_evaluation,2013-01-08,1,0.6654783973292272
FOODS_1_009_CA_1_evaluation,2013-01-09,1,0.6632648472017904
FOODS_1_009_CA_1_evaluation,2013-01-10,0,0.6941821548426645
FOODS_1_009_CA_1_evaluation,2013-01-11,1,0.6643208104395981
FOODS_1_009_CA_1_evaluation,2013-01-12,0,1.043574656728093
FOODS_1_009_CA_1_evaluation,2013-01-13,1,0.9912240300538281
FOODS_1_009_CA_1_evaluation,2013-01-14,0,0.6683354633717795
FOODS_1_009_CA_1_evaluation,2013-01-15,1,0.5143595424015045
FOODS_1_009_CA_1_evaluation,2013-01-16,1,0.6339802148635937
FOODS_1_009_CA_1_evaluation,2013-01-17,2,0.6771438720734566
FOODS_1_009_CA_1_evaluation,2013-01-18,0,0.9231913326819349
FOODS_1_009_CA_1_evaluation,2013-01-19,2,1.003822277536352
FOODS_1_009_CA_1_evaluation,2013-01-20,1,1.0912816876470446
FOODS_1_009_CA_1_evaluation,2013-01-21,2,0.8026728283629825
FOODS_1_009_CA_1_evaluation,2013-01-22,3,0.6344541556504445
FOODS_1_009_CA_1_evaluation,2013-01-23,0,0.6535874148070876
FOODS_1_009_CA_1_evaluation,2013-01-24,2,0.6193516333752883
FOODS_1_009_CA_1_evaluation,2013-01-25,1,0.9235793392410695
FOODS_1_009_CA_1_evaluation,2013-01-26,1,1.069724087107034
FOODS_1_009_CA_1_evaluation,2013-01-27,0,1.0647612917090727
FOODS_1_010_CA_1_evaluation,2012-12-31,0,0.24155324495586938
FOODS_1_010_CA_1_evaluation,2013-01-01,0,0.18999910638601528
FOODS_1_010_CA_1_evaluation,2013-01-02,2,0.2795157724180728
FOODS_1_010_CA_1_evaluation,2013-01-03,0,0.346975827585887
FOODS_1_010_CA_1_evaluation,2013-01-04,0,0.27929722299604154
FOODS_1_010_CA_1_evaluation,2013-01-05,0,0.31904709336140924
FOODS_1_010_CA_1_evaluation,2013-01-06,1,0.3118575076311315
FOODS_1_010_CA_1_evaluation,2013-01-07,1,0.2658493747074489
FOODS_1_010_CA_1_evaluation,2013-01-08,0,0.2825943047612032
FOODS_1_010_CA_1_evaluation,2013-01-09,0,0.24162767708269403
FOODS_1_010_CA_1_evaluation,2013-01-10,0,0.27907437369180177
FOODS_1_010_CA_1_evaluation,2013-01-11,0,0.29305082954281686
FOODS_1_010_CA_1_evaluation,2013-01-12,0,0.3414245984828329
FOODS_1_010_CA_1_evaluation,2013-01-13,0,0.3281588414187591
FOODS_1_010_CA_1_evaluation,2013-01-14,0,0.29433133341141415
FOODS_1_010_CA_1_evaluation,2013-01-15,0,0.15543428101933243
FOODS_1_010_CA_1_evaluation,2013-01-16,1,0.15548847304001584
FOODS_1_010_CA_1_evaluation,2013-01-17,0,0.36053858650762266
FOODS_1_010_CA_1_evaluation,2013-01-18,0,0.304836272841353
FOODS_1_010_CA_1_evaluation,2013-01-19,0,0.3111704270810876
FOODS_1_010_CA_1_evaluation,2013-01-20,0,0.31149829980618443
FOODS_1_010_CA_1_evaluation,2013-01-21,0,0.32284783743421913
FOODS_1_010_CA_1_evaluation,2013-01-22,0,0.32655292674860326
FOODS_1_010_CA_1_evaluation,2013-01-23,1,0.3260485192733315
FOODS_1_010_CA_1_evaluation,2013-01-24,1,0.3722386319483542
FOODS_1_010_CA_1_evaluation,2013-01-25,0,0.33025526290346535
FOODS_1_010_CA_1_evaluation,2013-01-26,0,0.3556673580594701
FOODS_1_010_CA_1_evaluation,2013-01-27,0,0.35175546219645093
FOODS_1_011_CA_1_evaluation,2012-12-31,0,0.027812547964130116
FOODS_1_011_CA_1_evaluation,2013-01-01,0,0.02588894721432999
FOODS_1_011_CA_1_evaluation,2013-01-02,0,0.028958649982081492
FOODS_1_011_CA_1_evaluation,2013-01-03,0,0.028958649982081492
FOODS_1_011_CA_1_evaluation,2013-01-04,0,0.029165030416508475
FOODS_1_011_CA_1_evaluation,2013-01-05,0,0.027354637839062407
FOODS_1_011_CA_1_evaluation,2013-01-06,0,0.027801385567548638
FOODS_1_011_CA_1_evaluation,2013-01-07,0,0.027547410144957714
FOODS_1_011_CA_1_evaluation,2013-01-08,0,0.02917613641651721
FOODS_1_011_CA_1_evaluation,2013-01-09,0,0.02917613641651721
FOODS_1_011_CA_1_evaluation,2013-01-10,0,0.02919574080140514
FOODS_1_011_CA_1_evaluation,2013-01-11,0,0.02932586286048262
FOODS_1_011_CA_1_evaluation,2013-01-12,0,0.027369355356987143
FOODS_1_011_CA_1_evaluation,2013-01-13,0,0.02759494370931293
FOODS_1_011_CA_1_evaluation,2013-01-14,0,0.02815297398094354
FOODS_1_011_CA_1_evaluation,2013-01-15,0,0.02917613641651721
FOODS_1_011_CA_1_evaluation,2013-01-16,0,0.02917613641651721
FOODS_1_011_CA_1_evaluation,2013-01-17,0,0.02919574080140514
FOODS_1_011_CA_1_evaluation,2013-01-18,0,0.029268642656534016
FOODS_1_011_CA_1_evaluation,2013-01-19,0,0.027369355356987143
FOODS_1_011_CA_1_evaluation,2013-01-20,0,0.027541100850041945
FOODS_1_011_CA_1_evaluation,2013-01-21,0,0.027674400110081335
FOODS_1_011_CA_1_evaluation,2013-01-22,0,0.02917613641651721
FOODS_1_011_CA_1_evaluation,2013-01-23,1,0.029085669823671834
FOODS_1_011_CA_1_evaluation,2013-01-24,1,0.5916176723710883
FOODS_1_011_CA_1_evaluation,2013-01-25,0,0.6775617178831245
FOODS_1_011_CA_1_evaluation,2013-01-26,1,0.5188835031428297
FOODS_1_011_CA_1_evaluation,2013-01-27,2,0.6290561422339842
FOODS_1_012_CA_1_evaluation,2012-12-31,0,3.6227681774209386
FOODS_1_012_CA_1_evaluation,2013-01-01,3,1.675610466983728
FOODS_1_012_CA_1_evaluation,2013-01-02,1,3.6328226072551324
FOODS_1_012_CA_1_evaluation,2013-01-03,0,3.5868237207975455
FOODS_1_012_CA_1_evaluation,2013-01-04,7,2.3298109765270842
FOODS_1_012_CA_1_evaluation,2013-01-05,4,5.238570195858054
FOODS_1_012_CA_1_evaluation,2013-01-06,8,4.908372569383244
FOODS_1_012_CA_1_evaluation,2013-01-07,4,3.762783443788717
FOODS_1_012_CA_1_evaluation,2013-01-08,5,3.402109806246916
FOODS_1_012_CA_1_evaluation,2013-01-09,4,3.4227280811579344
FOODS_1_012_CA_1_evaluation,2013-01-10,2,3.440659225344893
FOODS_1_012_CA_1_evaluation,2013-01-11,4,3.872707020735913
FOODS_1_012_CA_1_evaluation,2013-01-12,5,4.642805732254571
FOODS_1_012_CA_1_evaluation,2013-01-13,2,4.572349352849185
FOODS_1_012_CA_1_evaluation,2013-01-14,6,3.650377278986023
FOODS_1_012_CA_1_evaluation,2013-01-15,1,3.5253770593678437
FOODS_1_012_CA_1_evaluation,2013-01-16,2,3.3112226296599934
FOODS_1_012_CA_1_evaluation,2013-01-17,8,3.6554928339088844
FOODS_1_012_CA_1_evaluation,2013-01-18,6,4.090580168252221
FOODS_1_012_CA_1_evaluation,2013-01-19,4,4.901805629795839
FOODS_1_012_CA_1_evaluation,2013-01-20,6,4.948443636653292
FOODS_1_012_CA_1_evaluation,2013-01-21,3,4.242224133650314
FOODS_1_012_CA_1_evaluation,2013-01-22,6,3.393583706157
FOODS_1_012_CA_1_evaluation,2013-01-23,0,3.4871135999138185
FOODS_1_012_CA_1_evaluation,2013-01-24,3,2.2510164649280497
FOODS_1_012_CA_1_evaluation,2013-01-25,4,3.944746544850787
FOODS_1_012_CA_1_evaluation,2013-01-26,7,5.100688044958746
FOODS_1_012_CA_1_evaluation,2013-01-27,4,4.747807609200282
FOODS_1_013_CA_1_evaluation,2012-12-31,0,0.4037645249360518
FOODS_1_013_CA_1_evaluation,2013-01-01,0,0.3121539504957436
FOODS_1_013_CA_1_evaluation,2013-01-02,0,0.43567657198806997
FOODS_1_013_CA_1_evaluation,2013-01-03,0,0.4445933407969476
FOODS_1_013_CA_1_evaluation,2013-01-04,0,0.45934010108180146
FOODS_1_013_CA_1_evaluation,2013-01-05,0,0.4618879647110349
FOODS_1_013_CA_1_evaluation,2013-01-06,0,0.1823139601341621
FOODS_1_013_CA_1_evaluation,2013-01-07,0,0.2077814041158153
FOODS_1_013_CA_1_evaluation,2013-01-08,0,0.21290876492699584
FOODS_1_013_CA_1_evaluation,2013-01-09,1,0.21030088197247263
FOODS_1_013_CA_1_evaluation,2013-01-10,0,0.7266475007173522
FOODS_1_013_CA_1_evaluation,2013-01-11,0,0.44966167044425304
FOODS_1_013_CA_1_evaluation,2013-01-12,0,0.4691919854477454
FOODS_1_013_CA_1_evaluation,2013-01-13,0,0.4604884012646279
FOODS_1_013_CA_1_evaluation,2013-01-14,0,0.4031570424388314
FOODS_1_013_CA_1_evaluation,2013-01-15,0,0.40436389842501647
FOODS_1_013_CA_1_evaluation,2013-01-16,0,0.4027545419719389
FOODS_1_013_CA_1_evaluation,2013-01-17,0,0.2193618861765478
FOODS_1_013_CA_1_evaluation,2013-01-18,0,0.20927095889271505
FOODS_1_013_CA_1_evaluation,2013-01-19,0,0.18564650444487987
FOODS_1_013_CA_1_evaluation,2013-01-20,0,0.17768224694525594
FOODS_1_013_CA_1_evaluation,2013-01-21,0,0.2281024777392527
FOODS_1_013_CA_1_evaluation,2013-01-22,0,0.2249369569907844
FOODS_1_013_CA_1_evaluation,2013-01-23,0,0.21928310070501092
FOODS_1_013_CA_1_evaluation,2013-01-24,0,0.21781646309527292
FOODS_1_013_CA_1_evaluation,2013-01-25,0,0.20529988325393664
FOODS_1_013_CA_1_evaluation,2013-01-26,0,0.18039675527811527
FOODS_1_013_CA_1_evaluation,2013-01-27,0,0.16679278057905855
FOODS_1_014_CA_1_evaluation,2012-12-31,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-01,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-02,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-03,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-04,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-05,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-06,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-07,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-08,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-09,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-10,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-11,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-12,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-13,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-14,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-15,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-16,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-17,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-18,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-19,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-20,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-21,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-22,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-23,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-24,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-25,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-26,0,0.004681122276346026
FOODS_1_014_CA_1_evaluation,2013-01-27,0,0.004681122276346026
FOODS_1_015_CA_1_evaluation,2012-12-31,3,0.7293585940488841
FOODS_1_015_CA_1_evaluation,2013-01-01,0,0.565495646514293
FOODS_1_015_CA_1_evaluation,2013-01-02,0,0.5129001202045156
FOODS_1_015_CA_1_evaluation,2013-01-03,2,0.5252174392800508
FOODS_1_015_CA_1_evaluation,2013-01-04,0,1.021873145480589
FOODS_1_015_CA_1_evaluation,2013-01-05,2,0.8213022981785274
FOODS_1_015_CA_1_evaluation,2013-01-06,1,1.0889013289380858
FOODS_1_015_CA_1_evaluation,2013-01-07,0,0.7441290046641975
FOODS_1_015_CA_1_evaluation,2013-01-08,0,0.5010626896762425
FOODS_1_015_CA_1_evaluation,2013-01-09,0,0.4980841955490988
FOODS_1_015_CA_1_evaluation,2013-01-10,1,0.506863312379935
FOODS_1_015_CA_1_evaluation,2013-01-11,0,0.8026944258742016
FOODS_1_015_CA_1_evaluation,2013-01-12,0,0.7612457077121781
FOODS_1_015_CA_1_evaluation,2013-01-13,1,0.7461757860076063
FOODS_1_015_CA_1_evaluation,2013-01-14,0,0.6702923370257913
