id,lead_time,service_level,sigma,safety_stock,rop
FOODS_1_083_CA_1_evaluation,7,0.95,1.5733723071550845,6.8471174694396915,14.710802647174745
FOODS_1_084_CA_1_evaluation,7,0.95,0.41663375787066975,1.8131374684182617,2.2705534081803522
FOODS_1_085_CA_1_evaluation,7,0.95,4.0251809570109405,17.517078903111113,83.15747174991142
FOODS_1_086_CA_1_evaluation,7,0.95,3.500606005976684,15.23419500149234,55.83011551567253
FOODS_1_087_CA_1_evaluation,7,0.95,1.322480040222142,5.75526602649031,9.792280900786366
FOODS_1_088_CA_1_evaluation,7,0.95,0.7112371757361109,3.095214316885554,10.054989010617309
FOODS_1_089_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_090_CA_1_evaluation,7,0.95,1.434285642261252,6.241829878810455,10.480349234981563
FOODS_1_091_CA_1_evaluation,7,0.95,1.2751815521298366,5.549428982948785,12.259887245992864
FOODS_1_092_CA_1_evaluation,7,0.95,1.5555791506764758,6.769683900787752,16.87453047719834
FOODS_1_093_CA_1_evaluation,7,0.95,1.0290468094592655,4.478281684428556,8.615920496680733
FOODS_1_094_CA_1_evaluation,7,0.95,0.8736732722482455,3.802115683483841,9.161641377136695
FOODS_1_095_CA_1_evaluation,7,0.95,0.4825602781970938,2.100041354404819,4.660738656657954
FOODS_1_096_CA_1_evaluation,7,0.95,0.44050656181392994,1.9170288946122105,3.81428242653494
FOODS_1_097_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_098_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_099_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_101_CA_1_evaluation,7,0.95,0.7095876532110443,3.088035803290104,7.440155008689517
FOODS_1_102_CA_1_evaluation,7,0.95,0.8185177854367305,3.562085974326547,9.286530497753857
FOODS_1_103_CA_1_evaluation,7,0.95,1.3259034183612475,5.770164135573691,12.933489251380113
FOODS_1_104_CA_1_evaluation,7,0.95,1.3331057718703958,5.801507867956232,20.244455294576554
FOODS_1_105_CA_1_evaluation,7,0.95,1.8012033413248016,7.838609341420515,21.72612494310002
FOODS_1_106_CA_1_evaluation,7,0.95,1.2352485054738245,5.37564540984095,16.200301445162587
FOODS_1_107_CA_1_evaluation,7,0.95,0.5997229806978652,2.6099186310109865,4.877286890333551
FOODS_1_108_CA_1_evaluation,7,0.95,1.3502335764469482,5.8760459092042785,12.158672198241113
FOODS_1_109_CA_1_evaluation,7,0.95,1.1207834412003592,4.877507913926496,13.709902968176245
FOODS_1_110_CA_1_evaluation,7,0.95,3.4676926434898,15.090960206881373,50.087137862961924
FOODS_1_111_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_112_CA_1_evaluation,7,0.95,2.9979073229435684,13.046513853929664,32.648725402187324
FOODS_1_113_CA_1_evaluation,7,0.95,2.119872820701072,9.225418648595793,43.27148900276734
FOODS_1_114_CA_1_evaluation,7,0.95,1.1371095315651303,4.948556996229465,11.767359226210413
FOODS_1_115_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_116_CA_1_evaluation,7,0.95,0.883391213518054,3.844406935931146,7.254120537897435
FOODS_1_117_CA_1_evaluation,7,0.95,1.404360048848648,6.111597477676302,17.734904611015473
FOODS_1_118_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_119_CA_1_evaluation,7,0.95,1.0316003550522312,4.489394392183163,8.933221806129586
FOODS_1_120_CA_1_evaluation,7,0.95,1.6071091539950564,6.99393596389983,16.822512915527156
FOODS_1_121_CA_1_evaluation,7,0.95,1.5713827808520435,6.8384593023653695,12.211199951903271
FOODS_1_122_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_123_CA_1_evaluation,7,0.95,1.4609273492361827,6.357771221119692,14.167803060828216
FOODS_1_124_CA_1_evaluation,7,0.95,1.4131996792559838,6.150066432233471,17.72836517148565
FOODS_1_125_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_126_CA_1_evaluation,7,0.95,0.028973437900791946,0.1260887406611029,0.8726087766433559
FOODS_1_127_CA_1_evaluation,7,0.95,0.010076265330000115,0.043850633479436685,0.2959625417099706
FOODS_1_128_CA_1_evaluation,7,0.95,1.2136711428253915,5.281743454110163,11.064055170928608
FOODS_1_129_CA_1_evaluation,7,0.95,0.6904912937301374,3.004930859844871,5.623711614077069
FOODS_1_130_CA_1_evaluation,7,0.95,1.2025199153646484,5.233214721269931,10.701241820475405
FOODS_1_131_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_132_CA_1_evaluation,7,0.95,0.9165943763505235,3.988902905026936,6.005272951859734
FOODS_1_133_CA_1_evaluation,7,0.95,0.5817778574557607,2.53182372220683,5.678293461313264
FOODS_1_134_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_135_CA_1_evaluation,7,0.95,0.8913344176981746,3.878974756819879,7.7990354362997785
FOODS_1_136_CA_1_evaluation,7,0.95,0.48957227976677725,2.1305566991996767,6.905777295148704
FOODS_1_137_CA_1_evaluation,7,0.95,2.732410487557143,11.891105174503755,23.522574821254267
FOODS_1_138_CA_1_evaluation,7,0.95,1.7629446007277372,7.672112136715932,12.727425093260333
FOODS_1_139_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_140_CA_1_evaluation,7,0.95,0.8763722799869405,3.813861424116067,8.587177435563909
FOODS_1_141_CA_1_evaluation,7,0.95,1.4842550900187994,6.459290601312692,13.35777965599359
FOODS_1_142_CA_1_evaluation,7,0.95,1.5857354478221937,6.900920295416697,12.913694389555722
FOODS_1_143_CA_1_evaluation,7,0.95,1.9010854746581862,8.273283764582656,13.889045546279071
FOODS_1_144_CA_1_evaluation,7,0.95,0.6675436314732534,2.905065533369143,8.489289141111666
FOODS_1_145_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_146_CA_1_evaluation,7,0.95,1.3246639877899717,5.764770290341926,14.650601774550012
FOODS_1_147_CA_1_evaluation,7,0.95,0.000625804339464619,0.0027234214087238284,0.1104332832716139
FOODS_1_148_CA_1_evaluation,7,0.95,0.0006308734738247623,0.002745481640923436,0.11001674061171557
FOODS_1_149_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_150_CA_1_evaluation,7,0.95,1.336830349055121,5.817716757226643,12.487134580927922
FOODS_1_151_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_152_CA_1_evaluation,7,0.95,0.692217295345432,3.0124422007770972,6.388083307059072
FOODS_1_153_CA_1_evaluation,7,0.95,1.41849644483572,6.173117286737271,16.09826496654525
FOODS_1_154_CA_1_evaluation,7,0.95,0.46160366428731175,2.0088408187468416,7.358586371023634
FOODS_1_155_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_156_CA_1_evaluation,7,0.95,0.7546613762639084,3.284190950501254,9.074282575358671
FOODS_1_157_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_158_CA_1_evaluation,7,0.95,0.8296265554045505,3.610429937522507,8.786559797245287
FOODS_1_159_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_160_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_161_CA_1_evaluation,7,0.95,7.925646625460372,34.49141262942438,97.42744718248697
FOODS_1_162_CA_1_evaluation,7,0.95,2.043611157947214,8.893537528713471,27.904657140894976
FOODS_1_163_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_164_CA_1_evaluation,7,0.95,0.0014219201607620431,0.00618801686582794,0.21668471178484974
FOODS_1_166_CA_1_evaluation,7,0.95,1.8993530809253119,8.26574460596243,31.70420015304684
FOODS_1_167_CA_1_evaluation,7,0.95,0.893032309509135,3.8863637674355975,11.031065764311792
FOODS_1_168_CA_1_evaluation,7,0.95,1.0699719375755983,4.65638267069231,11.196472190201636
FOODS_1_169_CA_1_evaluation,7,0.95,1.0021890781561256,4.361400231539783,8.319554695934569
FOODS_1_170_CA_1_evaluation,7,0.95,0.03351194303542639,0.14583974152159676,0.6351104608279251
FOODS_1_171_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_172_CA_1_evaluation,7,0.95,1.615703588820946,7.031337858269455,18.84867868478574
FOODS_1_173_CA_1_evaluation,7,0.95,1.7188216828951421,7.480094773679661,24.235936528898012
FOODS_1_174_CA_1_evaluation,7,0.95,0.8553697674462017,3.7224611434159165,7.512603166562772
FOODS_1_175_CA_1_evaluation,7,0.95,1.1857538881889984,5.160251089556424,14.763174462844095
FOODS_1_176_CA_1_evaluation,7,0.95,0.5547442241770895,2.414176766147516,5.089085682108275
FOODS_1_177_CA_1_evaluation,7,0.95,0.7765723134823013,3.3795445806100277,6.546416851442156
FOODS_1_178_CA_1_evaluation,7,0.95,0.43529356429913213,1.8943425881420919,5.060382540616026
FOODS_1_179_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_180_CA_1_evaluation,7,0.95,1.719438600237203,7.482779519998645,17.009524573093188
FOODS_1_181_CA_1_evaluation,7,0.95,2.2416541999673236,9.75539582286941,24.13417603124831
FOODS_1_182_CA_1_evaluation,7,0.95,0.8683010520558164,3.778736460040046,9.446585065459912
FOODS_1_183_CA_1_evaluation,7,0.95,3.019464812498867,13.14032932447029,38.439366173306226
FOODS_1_184_CA_1_evaluation,7,0.95,2.323358999016953,10.110964784116312,29.732238293406443
FOODS_1_185_CA_1_evaluation,7,0.95,0.9240908639440975,4.021526671778118,9.468492207666468
FOODS_1_186_CA_1_evaluation,7,0.95,0.8785118305968422,3.8231724780167795,7.145397411557102
FOODS_1_187_CA_1_evaluation,7,0.95,1.418624040230554,6.173672565772637,15.137230115841923
FOODS_1_188_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_189_CA_1_evaluation,7,0.95,0.8647593374721274,3.7633233657028287,7.870569321468044
FOODS_1_190_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_191_CA_1_evaluation,7,0.95,1.1485549038676983,4.9983658102531825,7.575382924668766
FOODS_1_192_CA_1_evaluation,7,0.95,1.8150879214926707,7.8990332798557565,18.960705619191543
FOODS_1_193_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_194_CA_1_evaluation,7,0.95,1.6341850368698283,7.111766784862715,18.131465386953934
FOODS_1_195_CA_1_evaluation,7,0.95,1.8986430372066887,8.262654585420094,22.788051669556666
FOODS_1_196_CA_1_evaluation,7,0.95,1.5020928966168121,6.5369184816422905,16.17284090736
FOODS_1_197_CA_1_evaluation,7,0.95,0.8133018991218132,3.5393870961633374,13.638947820982953
FOODS_1_198_CA_1_evaluation,7,0.95,0.19409293250154777,0.8446679166669303,1.259170034430332
FOODS_1_199_CA_1_evaluation,7,0.95,1.076304020152738,4.6839390939461705,10.499003946408848
FOODS_1_200_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_201_CA_1_evaluation,7,0.95,3.159802166339261,13.751059755357929,36.30132287067218
FOODS_1_202_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_203_CA_1_evaluation,7,0.95,1.279786790196939,5.569470397099009,9.37134617497578
FOODS_1_204_CA_1_evaluation,7,0.95,2.1472162102849004,9.344413624954349,26.986807238936986
FOODS_1_205_CA_1_evaluation,7,0.95,0.8988895555258508,3.911853761978833,9.29795047402608
FOODS_1_206_CA_1_evaluation,7,0.95,3.668568438771208,15.965146285283822,27.355546322337723
FOODS_1_207_CA_1_evaluation,7,0.95,1.0940114933900214,4.760999779958796,12.17328204084919
FOODS_1_208_CA_1_evaluation,7,0.95,1.4693744351668443,6.39453187171629,20.4917787905512
FOODS_1_209_CA_1_evaluation,7,0.95,0.8982833833020678,3.9092157770568416,10.589810317019726
FOODS_1_210_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_1_211_CA_1_evaluation,7,0.95,0.0004559107814109386,0.0019840661118214536,0.12234012124135044
FOODS_1_212_CA_1_evaluation,7,0.95,0.39554976115073737,1.7213825788665997,2.9090521701621856
FOODS_1_213_CA_1_evaluation,7,0.95,0.9413037469570034,4.096434963630666,9.504306982344456
FOODS_1_214_CA_1_evaluation,7,0.95,0.7511645196639356,3.268973072440916,8.989481207754134
FOODS_1_215_CA_1_evaluation,7,0.95,2.420288619665517,10.532790245153569,16.973443793437347
FOODS_1_216_CA_1_evaluation,7,0.95,0.8416536635325688,3.662770392350454,8.350336191744226
FOODS_1_217_CA_1_evaluation,7,0.95,1.9976069638754663,8.693333089202445,18.890839122686877
FOODS_1_218_CA_1_evaluation,7,0.95,6.3744965032454735,27.741003300849446,126.74599873455544
FOODS_1_219_CA_1_evaluation,7,0.95,3.5770453832678997,15.566849512585236,36.162276119029485
FOODS_2_001_CA_1_evaluation,7,0.95,0.0003430066692026589,0.0014927216820528097,0.09571626636890886
FOODS_2_002_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_003_CA_1_evaluation,7,0.95,0.9983301255166398,4.344606557269934,12.826134784216668
FOODS_2_004_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_005_CA_1_evaluation,7,0.95,0.524931287784238,2.2844346341279858,4.924514418204074
FOODS_2_006_CA_1_evaluation,7,0.95,0.3304076694776387,1.4378924272589229,3.2130265684829915
FOODS_2_007_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_008_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_009_CA_1_evaluation,7,0.95,1.420955709270752,6.1838196948059165,14.232149145750178
FOODS_2_010_CA_1_evaluation,7,0.95,0.9349820429117088,4.068923706435966,10.080322046811837
FOODS_2_011_CA_1_evaluation,7,0.95,1.4660983402005505,6.380274720390286,13.399972894850924
FOODS_2_012_CA_1_evaluation,7,0.95,0.7664589436629928,3.335532473081644,9.402402224754274
FOODS_2_013_CA_1_evaluation,7,0.95,2.9380884650859715,12.786189743243312,34.88847775486707
FOODS_2_014_CA_1_evaluation,7,0.95,0.8945167957489947,3.8928240639718092,9.064236955984684
FOODS_2_015_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_016_CA_1_evaluation,7,0.95,4.2841603545144835,18.64412451641406,61.804360211319484
FOODS_2_017_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_018_CA_1_evaluation,7,0.95,2.9937571629710122,13.028452882143245,24.362724419969673
FOODS_2_019_CA_1_evaluation,7,0.95,8.075215388151527,35.142316985149854,187.7933615229953
FOODS_2_020_CA_1_evaluation,7,0.95,1.3842419022870123,6.024045845968736,13.154047506462472
FOODS_2_021_CA_1_evaluation,7,0.95,4.873872150024427,21.21047573450041,94.35457551149985
FOODS_2_022_CA_1_evaluation,7,0.95,1.0491163586234813,4.565621826403316,10.57042819057914
FOODS_2_023_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_024_CA_1_evaluation,7,0.95,1.456168342929862,6.337060627022543,17.25640035979901
FOODS_2_025_CA_1_evaluation,7,0.95,0.44272089808533466,1.9266654062618687,4.281440407582444
FOODS_2_026_CA_1_evaluation,7,0.95,1.9367966750087036,8.42869439604141,22.794536794840624
FOODS_2_027_CA_1_evaluation,7,0.95,0.7358207330529266,3.202198851950432,5.543494417232711
FOODS_2_028_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_029_CA_1_evaluation,7,0.95,0.0012038986468275086,0.0052392147863798135,0.17438208997013474
FOODS_2_030_CA_1_evaluation,7,0.95,1.8844890933837564,8.201058410394806,32.33304859628032
FOODS_2_031_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_032_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_033_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_034_CA_1_evaluation,7,0.95,1.8463266822088187,8.034980419163135,16.029213883131856
FOODS_2_035_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_036_CA_1_evaluation,7,0.95,0.002682675574187781,0.011674665116023141,0.2101795474616499
FOODS_2_037_CA_1_evaluation,7,0.95,0.5795843261954259,2.522277751336427,5.882142624260162
FOODS_2_038_CA_1_evaluation,7,0.95,0.8387197926689014,3.6500025570756485,7.495227958936541
FOODS_2_039_CA_1_evaluation,7,0.95,0.0016802309356999444,0.007312152718212351,0.25756627758187345
FOODS_2_040_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_041_CA_1_evaluation,7,0.95,1.0514171555871143,4.5756346040603795,7.122060122734587
FOODS_2_042_CA_1_evaluation,7,0.95,0.0032570576165355746,0.014174303185415175,0.2276849270568861
FOODS_2_043_CA_1_evaluation,7,0.95,1.3945767035846655,6.069021595310798,13.999725009049133
FOODS_2_044_CA_1_evaluation,7,0.95,1.8214328235334998,7.926645491795725,14.68405803561369
FOODS_2_045_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_046_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_047_CA_1_evaluation,7,0.95,1.7169891353024618,7.4721197581170005,26.697299469946984
FOODS_2_048_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_049_CA_1_evaluation,7,0.95,1.0315944447343381,4.4893686712265195,9.544599437534927
FOODS_2_050_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_051_CA_1_evaluation,7,0.95,1.452986374346255,6.323213101820185,16.109407335316376
FOODS_2_052_CA_1_evaluation,7,0.95,1.6052422455224755,6.985811414129682,18.794022398710368
FOODS_2_053_CA_1_evaluation,7,0.95,0.5665883879871133,2.4657210704203925,6.030795145445154
FOODS_2_054_CA_1_evaluation,7,0.95,2.647147563170298,11.520051701393951,29.65104595675919
FOODS_2_055_CA_1_evaluation,7,0.95,0.8444397625994324,3.674895143438012,8.151964148495303
FOODS_2_056_CA_1_evaluation,7,0.95,1.4354033747942117,6.24669410955723,13.011944678922749
FOODS_2_057_CA_1_evaluation,7,0.95,1e-06,4.3518736400162045e-06,0.03277220780806202
FOODS_2_058_CA_1_evaluation,7,0.95,0.7923127282908926,3.4480448768984573,6.775959804943045
FOODS_2_059_CA_1_evaluation,7,0.95,1.750874529162995,7.619584710440221,14.847494282332615
FOODS_2_060_CA_1_evaluation,7,0.95,1.8869823520603817,8.211908757107352,23.6136553823633
